titulo,status,cidade,estado,texto_preview,link,nota_cliente,categoria
Dificuldade em realizar reserva presencial na Localiza Aeroporto Brasília-DF,NÃO RESOLVIDO,Maceió,AL,"SEM OPÇÃO NO SITE LOCALIZA - DE ESCOLHER NA HORA DA RESRVA A RETIRADA NO BALCÃO SÓ DISPONIBILIZAM RETIRADA FAST VIRTUAL - DIFICULDADE EM OBTER E FAZER RESERVA NO SITE LOCALIZA COM A OPÇÃO RETIRADA NO BALCÃO NA AGENCIA LOCALIZA AEROPORTO BRASILIA - SÓ DISPONIBILIZAM A OPÇÃO FAST DIGITAL.



SRS. FAÇO LOCAÇÃO DE CARROS NA LOCALIZA HA MAIS DE 10(DEZ) ANOS, NUNCA TIVE DIFICULDADES NA LOCAÇÃO DE VEÍCULOS NESTA EMPRESA. CONTUDO , ESSE ANO ESTOU TENDO DIFICULDADE EM FAZER UMA RESERVA COM RETIRADA NO BALCÃO ""PRESENCIAL"" NA AGENCIA LOCALIZA AEROPORTO BRASILIA-DF, PÓIS NÃO QUERO FAZER A REFERIDA RETIRADA DE FORMA DIGITAL OU FAST ""Fast Retirada Digital"" COMO A EMPRESA NOMEIA, VISTO A MINHA DIFICULDADE NO TRATO VIRTUAL, E PELOS MEU DIREITOS DE CONSUMIDOR QUE CONFEREM O DIREITO DE FAZER A RETIRADA NO BALCÃO, DETALHE ESSE QUE INFORMEI A EMPRESA NAS COMUNICAÇÕES PELO CHAT E PELO 0800 E PELO CANAL de E_mail:*****, sem sucesso.


I - DOS FATOS


1 - FIZ VÁRIOS CONTATOS PELO CHAT DA LOCALIZA PARA FAZER A RESERVA COM RETIRADA NO BALCÃO DA AGENCIA AEROPORTO BRASILIA, MAS NÃO OBTIVE SUSSESSO, SEMPRE OBTIVE A RESPOSTA DO CHAT E 0800 LOCALIZA, DANDO CONTA QUE QUE A AGENCIA AEROPORTO BRASILIA SÓ TEM A OPÇÃO ""FAST DIGITAL"" O QUE É UM ATO EXCLUDENTE DE ALGUNS PERFÍS DE CONSUMIDORES CMOMO: IDOSO, QUEM TEM DIFICULDADE DIGITAL E QUEM QUER FAZER O CONTRATO PRESENCIAL ETC..

2 - ENTREI EM CONTATO COM O 0800 DA LOCALIZA, E FUI INFORMADO PELA ATENDENTE QUE O SITE LOCALIZA SÓ DISPONIBILIZA A OPÇÃO RETIRADA DIGITAL NA AGENCIA AEROPORTO BRASILIA, MAS QUE CASO EU FAÇA A RESERVA DIGITAL , AO CHEGAR NA AGENCIA BRASILIA AEROPORTO, EU POSSO IR ATÉ AO BALCÃO E FAZER O TRAMITE DE RETIRADA PRESENCIALMENTE NAQUELE BALCÃO, POIS OS FUNCIONARIOS IRÃO FAZER MINHA RETIRADA, ACHEI ESTRANHO TEM FUNCIONÁRIO NO BALCÃO DA AGENCIA BRASILIA MAS SÓ OFERECEM RETIRADA DIGITAL NO SITE. NESTE MOMENTO INDAGUEI SE ESSE DETALHE IRIA CONSTAR NA RESERVA ENVIADA PARA MEU E-MAIL E NO CONTRATO DA LOCAÇÃO, ELA DISSE QUE NÃO POIS O SISTEMA NÃO PERMITE A INCLUSÃO DESSES DETALHES, MAS QUE O PESSOAL DA AGÊNCIA IRIA ME RECEBER DE FORMA PRESENCIAL NO BALCÃO, MESMO SEM NENHUMA GARANTIA CONTRATUAL PARA UM POSSIVEL INDISPONIBILIDADE OPERACIONAL DO SISTEMA DIGITAL DE RETIRADA E AINDA MAIS SEM RESGUARDAR MINHA OPÇÃO DE RETIRADA NO BALCÃO, DE FORMA CONTRATUAL, E AINDA MAIS CASO EU CHEGUE NA AGENCIA BRASILIA E ME DEPARE COM UM GRANDE FLUXO DE CLIENTE OU PEGUE UM ATENDENTE POUCO SOLICITO EU SER PREJUDICADO VISTO A FALTA DE AMPARO CONTRTUAL NA RESERNA COM RETIRADA FEST E COM DESEJO DO BALCÃO.

3 - OCORRE QUE NO MODELO DE RETIRADA DIGITAL O CONTRATO DE LOCAÇÃO VAI SER FIRMADO INDICANDO A RETIRADA DIGITAL ""Fast Retirada Digita"" , DEIXANDO VULNERÁVEL MINHA PESSOA QUANDO FIZER A RETIRADA NO BALCÃO DA AGÊNCIA AEROPORTO BRASILIA, FATO ESSE QUE A EMPRESA ESTÁ EMPURRANDO UNILATERALMENTE UMA OPÇÃO PARA O CONSUMIDOR FICAR AMARRADO SEM OPÇÕES DE RETIRADA NO BALCÃO QUANDO FAZ RESERVA ANTECIPADA PELO SITE OU PELO APLICATIVO, O QUE FERE O CDC.

4 - SALIENTO QUE EU NÃO TENHO FACILIDADE NO TRATO DIGITAL, NEM TAMPOUCO MEMÓRIA SUFICIENTE NO MEU CELULAR PARA FAZER ESSE TIPO DE MANOBRA, E AINDA MAIS NÃO SOU OBRIGADO A FAZER UMA RESERVA QUE TEM UM ITEM INDICANDIO UMA OPÇÃO QUE EU NÃO CONCORDO, MESMO SABENDO QUE AO ASSINAR UMA RESERVA COM RETIRADA DIGITAL E FOR AO BALCÃO RETIRAR PRESENCIAL VOU TER UMA RESPOSTA DO FUNCIONARIO QUE ELE NÃO PODE INTERVIR EM UMA RESERVA PREVIAMENTE ESTABELECIDA COMO FAST, CORRENDO O RISCO DE TER QUE CANCELAR A RESERVA FAST E TER QUE FAZER UMA OUTRA RESERVA NO DIA DA RETIRADA COM CUSTOS MAIORES.

5 - ADEMAIS EXISTEM VARIAS NUANCES NESSE TIPO DE RETIRADA DIGITAL QUE CONFIRMAM O DESEQUILIBRIO CONTRATUAL ENTRE O CONSUMIDOR E O FORNECEDOR, APENAS DISPONIBILIZAR A OPÇÃO DE RETIRADA DIGITAL DO VEÍCULO NO SITE LOCALIZA É NO MÍNIMO ESTRANHO, COMO PODE SER VISTO NA DESCRIÇÃO ABAIXO:


""JURISPRUDENCIA"":
""A imposição exclusiva da Retirada Digital pela Localiza pode ser considerada uma prática abusiva. O Código de Defesa do Consumidor (CDC) veda a venda casada, restringe a recusa de atendimento e protege o cliente contra falhas na prestação do serviço (Artigos 30, 39 e 14). [1, 2, 3]
Existem fundamentos claros que caracterizam abusividade e medidas que você pode tomar:

Por que pode ser considerada uma prática abusiva?
Exclusão Digital e Acessibilidade: Obrigar o cliente a ter celular com bateria, acesso à internet e domínio tecnológico para abrir o carro via aplicativo discrimina pessoas com dificuldades tecnológicas ou idosos. Isso fere o princípio da boa-fé objetiva e o direito à acessibilidade ao serviço.
Venda Casada Indireta: O serviço de locação de veículo pressupõe a entrega da chave. Se a empresa condiciona a retirada à utilização obrigatória do seu próprio aplicativo móvel, configura-se venda casada de serviço digital à locação do bem.
Riscos e Danos ao Consumidor: A retirada digital transfere para o consumidor os riscos de falhas no aplicativo, problemas de instabilidade no sistema da empresa ou dificuldades de conexão no pátio, o que pode resultar em atrasos ou na recusa indevida do veículo, configurando dano material e moral'""


DIANTE DISSO, ESPERO UMA RESPOSTA DA EMPRESA LOCALIZA, DEMONSTRANDO QUE PODE FAZER MINHA RESERVA COM RETIRADA NO BALCÃO DA LOCALIZA DISPONIBILIZANDO E ENVIANDO PARA MEU E-MAIL A RESERVA COM A OPÇÃO RETIRADA NO BALCÃO AGENCIA AEROPORTO BRASILIA-DF.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/dificuldade-em-realizar-reserva-presencial-na-localiza-aeroporto-brasilia-df_lrM1tVGnWjF33PSX/,0.0,Sinistro e Acidente
Cadastro não aprovado e nome negativado por multa indevida na Localiza Galeão,RESPONDIDA,Contagem,MG,"Fiz uma reserva pelo site na localiza do aeroporto do galeão eu janeiro, cheguei lá pra fazer a retirada do carro e me falaram que meu cadastro não foi aprovado porém agora negativaram meu nome por uma multa indevida",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cadastro-nao-aprovado-e-nome-negativado-por-multa-indevida-na-localiza-galeao_9ZSmwwCNtrRnBFmS/,,Falha no App / Reserva
"Dificuldade em alterar locação via sistema, telefone e SMS",NÃO RESPONDIDA,São Paulo,SP,"Pensa num sistema ruim para alterar uma locação, multiplica por dois, eu tentei alterar pelo sistema, aumentei um dia no fim para numa tela e nada muda, tentei por telefone mandou para o sistema depois de vários cliques, e por fim pelo SMS fala que a reserva não existe, não tem nenhuma",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/dificuldade-em-alterar-locacao-via-sistema-telefone-e-sms_GJa3l2zEKmqCpCYC/,,Falha no App / Reserva
Cobrança indevida de taxa de não utilização de veículo após problema de retirada,RESPONDIDA,Suzano,SP,"Na semana passada, abri uma reclamação sobre não ter conseguido retirar o carro na agência por questões lógicas de horário, essa questão foi resolvida, porém ontem foi cobrado a taxa de não utilização do veículo, sendo que na verdade, eu não utilizei o veículo por conta do problema da semana passada, Quero o estorno novamente
Segue anexo o e-mail que eu recebi e a cobrança indevida na minha conta que teve ontem 21h da noite.. aguardo retorno de vocês",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-taxa-de-nao-utilizacao-de-veiculo-apos-problema-de-retirada_eRV7_C89TkzX34Dy/,,Problema Financeiro
Cobrança indevida de locação de veículo não realizada,NÃO RESPONDIDA,São Paulo,SP,Estão cobrando uma locação de um carro que eu não fiz segundo a empresa eu fiz a locação de um mob aonde eu entrei no site e fiz foi uma locação de uma spin e sem cobrança se eu tivesse desistido só gostaria de disse pra localiza que eu não fiz a reserva de mob porque carro pequeno eu já tenho ok a reserva que eu fiz ***** - fiz essa sem cobrança se desisti ok por favor pessoas da localiza faça o trabalho de vcs com cuidado pra não pede o cliente se vcs fizerem a cobrança no meu cartão de crédito vou entrar na justiça,https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-locacao-de-veiculo-nao-realizada_iRmxh_SQ45hzA-Hy/,,Problema Financeiro
Cobrança indevida em dois cartões e não estorno do calção após aluguel de carro,RESPONDIDA,São Gonçalo,RJ,"Aluguei um carro com vocês, que gerou uma multa
Vocês estão cobrando em
Dois cartões meus, e o calção não fizeram o estorno também
Peço que resolvam isso o mais rápido possível",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-em-dois-cartoes-e-nao-estorno-do-calcao-apos-aluguel-de-carro_oUw_6778IonlyWa2/,,Problema Financeiro
"Débito indevido em múltiplos cartões após aluguel de carro, causando bloqueio.",NÃO RESPONDIDA,Maricá,RJ,"Aluguei um carro, teve uma multa
Eles simplesmente saíram debitando de 2 cartões meus, tanto que bloqueou meu cartão
Desejo que vocês consertem isso o mais rápido possível, se não irei [Editado pelo Reclame Aqui]",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/debito-indevido-em-multiplos-cartoes-apos-aluguel-de-carro-causando-bloqueio_PW_D7HG7zd5ZVFTb/,,Problema Financeiro
Insatisfação com negativa de locação de veículo apesar de reserva confirmada,RESPONDIDA,São Luís,MA,"Venho manifestar minha insatisfação com a situação ocorrida durante tentativa de locação de veículo realizada por meio de reserva previamente confirmada no aplicativo.

Ao comparecer à unidade para retirada do veículo, fui informada de que meu cadastro não havia sido aprovado pelo sistema, porém sem qualquer justificativa clara ou plausível. Ao solicitar esclarecimentos, fui informada de que o motivo não poderia ser revelado.

Ressalto que não possuo restrições financeiras, sou servidora pública, possuo residência própria e vínculo estável no estado, motivo pelo qual a situação me causou grande constrangimento e desconforto.

Entendo que a empresa possui critérios internos de análise, porém considero inadmissível que o consumidor seja submetido a esse tipo de situação sem qualquer transparência mínima ou explicação objetiva, especialmente após reserva previamente concluída no aplicativo.

Dessa forma, solicito esclarecimentos formais acerca da negativa da locação, bem como revisão da análise realizada em meu cadastro, a fim de evitar novos transtornos e constrangimentos futuros.

Atenciosamente,",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/insatisfacao-com-negativa-de-locacao-de-veiculo-apesar-de-reserva-confirmada_djKMqeaAKatgPWZf/,,Falha no App / Reserva
Localiza não paga indenização de sinistro após 15 dias úteis e não dá retorno aos clientes,NÃO RESPONDIDA,Brasília,DF,"Um carro da Localiza bateu no meu desde o dia 30/03 e fui informada que a empresa não possui seguro e sim uma proteção para os seus veículos. Fiz o processo de sinistro e toda a documentação solicitada foi encaminhada, porém solicitaram um prazo de 15 dias úteis para pagamento da indenização, o prazo expirou desde o dia 19/05 e o valor não foi recebido.
Após o.prazo já abri vários protocolos de reclamação na central de atendimento, mandei e-mails e não recebo nem sequer uma resposta da empresa.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/localiza-nao-paga-indenizacao-de-sinistro-apos-15-dias-uteis-e-nao-da-retorno-aos-clientes_bs3b5l7oGxaIG2sP/,,Sinistro e Acidente
Divergência de procedimento e forma de pagamento após acidente com veículo alugado,NÃO RESPONDIDA,Porto Alegre,RS,"Sou cliente da Localiza desde janeiro de 2026. Realizo aluguel de diárias durante o período. No dia de hoje tive uma ocorrência de acidente o qual realizei os procedimentos conforme orientação via ligação ao atendimento 0800, o qual me indicou emitir um boletim de ocorrência e procurar a agência mais próxima em até 24h do sinistro e também enviar o boletim de ocorrência por e-mail com os meus dados para *****
No momento do contato solicitei informações sobre a cobertura do seguro contratado e me encaminharam ao setor financeiro para orientações sobre formas de pagamento. Após direcionamento para o setor financeiro, a atendente ***** me indicou que ao ir até agência seria me indicado pagamento em cartão de crédito ou em boleto com possibilidade de pagamento em até 10 vezes a depender do valor. Reforcei e questionei que diante da circunstância precisava ir até a agência e substituir o veículo e que estaria organizado para pagamento via boleto. No momento da ligação ainda citei que se houvesse divergência como deveria dar prosseguimento e ela me disse para ficar tranquilo que estava tudo registrado em protocolo e qualquer dúvida seria consultado o respectivo protocolo. Ao chegar na agência Localiza Aeroporto Porto Alegre, me foi sinalizado a impossibilidade de emissão de boleto, tão pouco o parcelamento por tal forma de pagamento e que a liberação seria somente por pagamento no ato da substituição do carro via cartão de crédito. Indiquei que não estava organizado para tal forma de pagamento e que precisava sair com o veículo alugado conforme contrato vigente. Me foi sugerido que como o carro apresenta condições de dirigibilidade (foi apenas danos materiais na dianteira) que eu fosse embora com o mesmo carro e que o faturamento das avarias será feito no ato da devolução do carro, alterando o fluxo orientado para situações de acidente/avaria, o qual indica devolução imediata em até 24h.
Além de permanecer com o carro avariado , houve a divergência quanto à forma de pagamento e substituição do veículo. Gostaria de seguir o procedimento incialmente informado com a substituição do veículo e o parcelamento do valor em forma de boleto conforme orientação inicial.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/divergencia-de-procedimento-e-forma-de-pagamento-apos-acidente-com-veiculo-alugado_YrBl3mMke1TeKaIj/,,Sinistro e Acidente
Cobrança duplicada de fatura com valores diferentes em datas próximas,NÃO RESPONDIDA,São João del Rei,MG,"Gostaria de saber porque tive que pagar 2 faturas com o mesmo valor R$778,70 dia 22 de maio outra R$136,67 dia 22 de maio e dia 23 maio R$259,56 gostaria que olhase porque so avis uma fatura de 778,70 e a de 136,67 no mesmo dia",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-duplicada-de-fatura-com-valores-diferentes-em-datas-proximas_3AuVfTQcBeK4isH8/,,Problema Financeiro
"Carro devolvido e reembolso pendente, dificuldade de contato e péssimo atendimento no 0800",NÃO RESPONDIDA,Londrina,PR,"Devolvi o carro e ainda consta em aberto, uma dificuldade para resolver, preciso apresentar nota na empresa e não fizeram o reembolso, 0800 péssimo TB!!! Nunca mais faço locação aqui!",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/carro-devolvido-e-reembolso-pendente-dificuldade-de-contato-e-pessimo-atendimento-no-0800_UMD7SOGsW1tfOUUi/,,Problema Financeiro
Localiza: Proteção Completa Ignorada em Sinistro de Pneu e Cobranças Indevidas Após Ocorrido,NÃO RESPONDIDA,Edéia,GO,"Contratei um veículo da Localiza acreditando estar alugando um carro com suporte, segurança e proteção. O que vivi foi exatamente o contrário.

No dia *****, trafegando por estrada de chão no interior do Mato Grosso, uma pedra rasgou o pneu traseiro direito e amassou a roda de uma Chevrolet Tracker praticamente nova, com menos de 3 mil km rodados.

O local não tinha sinal de telefone. Coloquei o estepe provisório (pneu fininho) e rodei apenas até conseguir sinal de celular em um posto de combustível em Ribeirão Cascalheira-MT.

A partir daí começou um verdadeiro pesadelo.

Meu primeiro contato com a Localiza ocorreu por volta das 13h50. Tenho gravações, transcrições, prints e protocolos de tudo.

Passei HORAS tentando resolver a situação:

- ligações caindo;
- atendentes prometendo retorno e não retornando;
- informações contraditórias;
- WhatsApp dizendo uma coisa;
- telefone dizendo outra;
- ninguém oferecendo solução prática.

A Localiza me informou por escrito que com o estepe provisório eu NÃO poderia rodar além de um raio de 80 km. Depois, por telefone, outra atendente disse que não havia problema rodar centenas de quilômetros com aquele pneu.

A agência indicada pela empresa ficava em Primavera do Leste, a aproximadamente 565 km de distância.

Expliquei várias vezes:

- que a estrada era perigosa;
- que eu estava em região sem sinal;
- que não havia segurança para rodar toda essa distância com estepe provisório;
- que eu não tinha segundo estepe;
- que corria risco real de ficar parado no meio do nada.

Mesmo assim, as soluções oferecidas foram absurdas:

1) Rodar 565 km com o estepe;

2) Comprar um pneu por minha conta, sem garantia de aprovação posterior da empresa podendo ter que pagar dois pneus.

3) Remoção Pagar do veículo avariado sem substituição. E o transporte/táxi a partir dali seria por minha conta. De onde esta a cuiaba daria 3000,00 de taxi. Mesmo eu tendo contratado proteção completa incluindo pneus e avarias.

E aqui existe uma contradição absurda:

Qual é a lógica de vender proteção completa para pneus e vidros se, quando o pneu efetivamente estraga em uma região distante, o cliente descobre que essa proteção praticamente não existe?

O carro estava com roda danificada e utilizando um estepe provisório, daqueles que o próprio fabricante recomenda usar apenas temporariamente e por pequenas distâncias.

Então a pergunta é simples:

Se o cliente não pode rodar longas distâncias com o estepe
se o carro está avariado
se a agência fica a 565 km
e se a empresa se recusa a substituir o veículo no local

como exatamente esse seguro funciona na prática?

Porque parece que o consumidor paga por uma proteção que desaparece justamente quando mais precisa dela.

E o mais contraditório é que essa nem foi minha primeira experiência semelhante com a própria Localiza.

Em *****, em outro contrato, a empresa providenciou substituição de veículo em situação semelhante envolvendo pneu danificado.

Agora, em *****, fui informado que por se tratar de sinistro, a substituição não seria possível. Apenas ofereceram remoção do veículo por guincho, enquanto meu transporte ficaria por minha conta.

Cheguei inclusive a tentar ajudar a empresa a resolver a situação.

Percebi no Google Maps que existiam unidades da Localiza em cidades muito mais próximas, como Água Boa, Querência, Confresa e Barra do Garças.

Sugeri levar o carro até Água Boa, que estava muito mais perto do que Primavera do Leste.

A resposta foi ainda mais absurda:
me informaram que aquela unidade não era loja própria, mas sim franqueada.

Disseram que eu poderia até ir até lá, mas teria que:

- encerrar o contrato;
- fazer NOVA locação;
- e ainda pagar o custo de devolução do veículo até Água Boa caso encerrasse a viagem em Cuiabá.

Sinceramente:
para o consumidor isso não faz o menor sentido.

Quando alugamos um carro da Localiza, alugamos da LOCALIZA.

Quando pesquisamos no Google e aparece Localiza Água Boa, Localiza Confresa ou Localiza Barra do Garças, o consumidor entende naturalmente que poderá ser atendido nessas unidades.

Mas na prática descobri que várias lojas com a marca Localiza simplesmente não podem atender.

Além disso, durante todo o atendimento, a empresa ficou jogando responsabilidade entre setores:

- o emergencial dizia que não tinha acesso ao contrato;
- o setor do contrato dizia que não cuidava do guincho;
- outro dizia que não podia indicar oficina;
- outro dizia que apenas a agência poderia resolver.

Ou seja:
ninguém resolvia nada.

Depois acionaram um guincho. O próprio guincheiro me ligou sem saber para onde levar o carro. Posteriormente informou que a Localiza queria enviar o veículo para Bom Jesus do Araguaia, cidade pequena sem estrutura adequada para resolver o problema. O prestador acabou cancelando o serviço.

Resultado:

- fiquei sem solução;
- sem transporte;
- sem substituição de veículo;
- perdi compromisso profissional;
- perdi diária de hotel;
- passei horas em situação de estresse e insegurança.

Para piorar, acabei sendo obrigado a rodar os 565 km com o estepe. Chrguei até Canarana, mas precisei dormir, pois estava muito cansando. Paguei um hotel. No dia seguinte segui para Primavera. Durante esse trajeto, outra pedra ainda trincou o para-brisa do carro substituído.

Inclusive fui parado em blitz e ameaçado de multa por trafegar daquela forma.

Somente em Primavera do Leste consegui finalmente substituir o veículo. Já havia passado do horario do fim do contrato ( se não houvesse esperado 4 horas parado no telefone, teria chegado em Cuiabá, mas cheguei apenas em primavera).

Na agência local o atendimento foi cordial, porém a troca ocorreu após o horário original previsto de devolução do contrato. Questionei expressamente sobre cobrança de diárias adicionais e fui informado verbalmente que provavelmente não haveria cobrança uma vez que demora foi causada pelo problema.

Segui viagem para meus compromissos e só pude devolver o carro em Cuiabá no dia seguinte. Lá o atendente informou que estava tudo certo, perguntei se havia cobrança de diarias adicional, disse que não, então assinei o encerramento do contrato.

DEPOIS recebi:

e-mail de prorrogação automática;

cobranças adicionais;

informações de nova avaria;

novos valores no contrato.

Ou seja:o consumidor passa por uma situação absurda, resolve praticamente sozinho o problema da empresa, perde compromisso, perde dinheiro, assume riscos físicos e ainda sai com cobranças adicionais depois.

Tenho:
-prints;
-contratos;
-gravações;
-transcrições completas;
-protocolos;
-horários;
-conversas de WhatsApp;
-documentos da substituição do veículo.


Sinceramente, foi uma das piores experiências!

A Localiza vende proteção completa, mas na hora que o cliente realmente precisa, descobre que está praticamente sozinho. Depois de toda essa situação, precisei entrar em contato novamente com a Localiza para questionar as cobranças adicionais e novas informações lançadas após o encerramento do contrato.

A ligação caiu TRÊS vezes.

Quando finalmente fui atendido, mesmo informando meu CPF, a atendente disse não localizar o histórico dos atendimentos anteriores. Ou seja: precisei contar toda a história novamente.

Isso aconteceu mesmo depois de eu já ter passado cerca de 40 minutos em uma ligação anterior com o setor de reclamações, relatando detalhadamente todos os problemas, contradições, prejuízos e dificuldades enfrentadas. Na ocasião, a atendente afirmou que tudo havia sido registrado.

Mesmo assim, no novo contato, parecia que nada constava no sistema.

Mais uma vez tive que repetir tudo!


Ao final, apenas pediram mais 5 dias para análise.

Estou fazendo esta reclamação aqui:

1. Para alertar outros consumidores sobre como a empresa trata seus clientes quando surge um problema real;

2. Para dar à Localiza a oportunidade de resolver a situação amigavelmente antes que eu busque judicialmente os direitos que entendo possuir.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/localiza-protecao-completa-ignorada-em-sinistro-de-pneu-e-cobrancas-indevidas-apos-ocorrido_jxnKtypZCmAjiw9g/,,Sinistro e Acidente
